,m2,m4,m6,m8,m10,m12,m14,m16,m18,m20,m22,m24,m26,m28,m30,m32,m34,m36,m38,m40,m42,m44,m46,m48,m50,m52,m54,m56,m58,m60,m62,m64,m66,m68,m70,m72,m74,m76,m78,m80,m82,m84,m86,m88,m90,m92,m94,m96,m98,m100,m102,m104,m106,m108,m110,m112,m114,m116,m118,m120,m122,m124,m126,m128,m130,m132,m134,m136,m138,m140,m142,m144,m146,m148,m150,m152,m154,m156,m158,m160,m162,m164,m166,m168,m170,m172,m174,m176,m178,m180,m182,m184,m186,m188,m190,m192,m194,m196,m198,m200
m3915,0.3404382,0.5638198,0.4315964,0.4780506,0.6118468,0.138538,0.4741908,0.6459854,0.3511027,0.434605,0.4220494,0.5037469,0.6236129,0.6156035,0.8460938,0.4992778,0.538416,0.6387513,,,0.578199,0.5765663,0.5853672,0.6893401,0.4774389,0.5620679,0.0145113,,0.5758116,0.4729758,0.3772693,0.670282,,0.6805295,0.6457738,0.6547332,0.5747313,0.548165,,0.8493969,0.4050173,,0.8042639,0.3390251,,0.3848315,0.6643901,,0.5092831,0.5383254,0.239847,0.6758244,,,0.4829872,0.6061435,0.1312205,,0.6536641,,0.4778023,0.2967988,0.056185,,,0.5663706,,,,0.7958796,,0.5557068,,0.0747388,0.4036478,0.2460944,0.1708006,0.9661234,0.0545724,0.3655567,0.5263626,0.3764389,0.1023397,0.4131348,0.5755422,0.3362642,0.0970125,0.5117804,,0.2435956,0.3900194,0.7397732,0.4713988,0.5787809,0.2879992,,0.6264784,0.3252028,0.5078996,
m3916,0.4630294,0.4804619,0.5287863,0.1969897,0.6392394,0.4725085,0.5954698,0.5939425,0.3298808,0.3358258,0.4842627,0.5692131,0.7909118,0.5034339,0.3793286,0.574557,0.5430107,0.6389229,0.2248578,0.3913833,0.4560545,0.4374832,0.4203498,0.4159212,0.6782121,0.467239,0.498933,,0.4388998,0.4703526,0.6770635,0.2299188,0.2637953,0.7018054,0.3731528,0.459944,0.468463,0.3214071,0.3606324,0.2884574,0.4766414,,0.6526275,0.6249126,,0.2961425,0.619706,0.2519783,0.5242917,0.4539923,0.1902399,0.6207975,,,0.698071,0.5017941,0.2807408,0.8000815,0.6272944,,0.5012887,0.5980074,0.1779024,,,0.3635904,,,,0.7627653,,0.5381101,0.545404,0.1401174,0.7432142,0.4457591,0.1792532,0.4741683,0.3332642,0.2835738,0.3345195,0.5712098,0.232505,0.5055239,0.4441234,0.2923453,0.201277,0.420934,,0.468696,0.3404116,0.4382092,0.3702883,0.5714056,0.1790008,,0.5047141,0.2964042,0.3833826,0.226942
m3917,0.5714356,0.679498,0.4931748,0.8548692,0.4158493,0.4077,0.5315454,0.5042636,0.3989756,0.4854977,0.593591,0.5212847,0.3109597,0.7641142,0.6854945,0.4571796,0.3674412,0.4892698,0.5248454,0.3024051,0.5892891,0.4439822,0.4433793,0.4336101,0.3765967,0.5915401,0.9054314,,0.4590667,0.5553039,0.4064042,0.4225515,0.5264864,0.6474727,0.6251317,0.4906013,0.2097436,0.5991556,0.7068821,,0.2723393,,0.2575833,0.4495466,,0.7353639,0.3339611,,,0.2127747,0.6322108,0.4902641,,,0.3673635,0.4800939,,0.2613088,0.5864363,,0.4042557,0.8680025,0.6098812,,,0.3483488,,,,0.2655554,,0.52949,,0.4527224,0.3217375,0.5128249,0.3318749,0.5436706,0.7687655,0.5050006,0.4855608,0.5530602,0.5184088,0.4749995,0.458689,0.5043206,0.4150311,0.5440508,0.3034475,0.5034806,0.3480636,0.5884654,0.5056184,0.5934772,0.3267156,,0.3132535,0.5961515,0.5080093,0.156824
m3918,0.5590707,0.5493741,0.5748856,0.9484788,0.3961906,0.504593,0.5935531,0.420903,0.7321773,0.6244457,0.528396,0.4046404,0.3121968,0.2155234,0.268157,0.3942621,0.3032499,0.4334205,0.7010481,0.16941,0.6755036,0.5408767,0.6870527,0.5144137,0.2675216,0.5481846,0.6221539,,0.4128589,0.600167,0.5408388,0.9567644,0.7736976,0.7159064,0.6950489,0.2936282,0.5466732,0.6680261,0.3229351,0.3085686,,,0.2130119,0.5935358,,0.6743509,0.5608113,,,0.7305032,0.7625594,0.5542219,,,0.318737,0.5896266,,0.1148529,0.6377954,,0.50354,1.0,0.8076834,,,0.6444549,,,,0.325857,,0.5088074,,0.5820589,0.305997,0.3483155,0.3749246,0.5242201,0.5262942,0.5920056,0.3589364,0.3809762,0.4830336,0.353999,0.554544,0.7399356,0.600777,0.1509461,0.4749671,0.5243154,,0.4871287,0.7405651,0.6292227,0.1924638,,0.5076917,0.6697906,0.6102232,0.4429872
m3919,0.3372735,0.494564,0.3841533,,0.3935586,0.6352492,0.6113391,0.2204952,0.4927229,0.7546079,0.6538117,0.5571978,0.6523259,0.6038936,0.7359652,0.3289544,0.1757399,0.4773476,,,0.755011,0.6025527,0.443227,0.654965,0.1584353,0.2704542,0.9896015,,0.1859137,0.5408561,0.2945671,0.6905089,0.889374,0.2674684,0.4224384,0.1161853,0.8256218,0.8503274,0.3228734,,,,0.4607944,0.7011727,,0.5053249,0.2746211,,,0.2738382,0.8379343,0.4404341,,,0.1680067,0.3520211,,,0.0999223,,0.7631689,0.1119268,0.9359211,,,0.7058326,,,,0.3659896,,0.5276971,,0.3067702,0.2830994,0.4483555,0.2495114,0.5397089,0.8201083,0.8183267,0.4454014,0.4485067,0.5992786,0.4599771,0.6424252,0.6549757,0.7821044,0.3091807,,0.3928311,,0.4842303,0.6675779,0.5744148,0.1351227,,0.2323027,0.7327419,0.4983822,
m392,0.4695795,,0.4878669,0.9165596,0.5028832,0.6678822,,0.4407285,0.7573847,0.4495402,0.0884296,0.8008784,,,0.3908194,0.2866217,0.4260288,0.098474,,,0.9944101,0.5096235,,0.8203451,0.2823081,0.1960717,,,0.6367671,0.7573739,0.8837491,,0.8253277,,0.6826642,0.8829146,,0.5824965,,,,,0.8017233,0.8704318,,,,,,0.8401446,,0.7699821,,,0.4706671,0.4782957,,,,,,,0.7614474,,,,,,,,,0.7536986,,,0.6561577,0.3121585,0.3278333,0.1688228,0.4167375,0.4675938,0.1698812,0.3330148,0.3701442,0.5982762,0.5864611,0.5445048,,0.250536,,0.6765568,,0.2459567,0.752,0.006749,0.3749929,,0.3367059,0.7090695,0.7107044,
m3920,0.5227199,,0.4247485,,0.6090067,0.4779658,0.2531413,0.516628,0.5887186,0.4030334,0.3276544,0.7286471,0.7960501,0.3196828,0.7419509,0.4985456,0.5856554,0.606848,,,0.4804591,0.4549322,0.3119661,0.4565693,0.6199742,0.6140832,,,0.5738607,0.5882903,0.5521946,,0.8800464,0.471656,0.5214677,0.8497889,0.4235838,0.3941156,0.4951278,0.6497072,0.6515361,0.4323216,0.334669,0.9286538,,0.0270069,0.7095102,,,0.7118609,0.2393506,0.3852443,,,0.5221017,0.7059601,,,,,0.235836,0.9349249,0.4888299,,,0.3412341,,,,0.4761092,,0.7041417,,,0.4056054,0.5976378,0.4506935,0.6746469,0.5121329,0.5081537,0.5864209,0.5356729,0.2765584,0.278952,0.3144077,0.4438782,,0.5244674,0.3257306,0.5922594,0.1588062,0.4125627,0.6643626,0.2630856,0.2974562,,0.6010346,0.2320129,0.3810772,
m3921,0.4273959,0.6977453,0.7191253,,0.3994275,0.7852966,0.7780572,0.4299841,0.9442904,,0.3053429,0.6672383,0.5428177,0.3410049,0.4178201,0.6235103,0.2858358,0.213798,,,0.6499919,0.5979138,0.2683513,0.851968,0.1818205,0.4170052,,,0.0667376,0.8367682,0.634439,,0.9431825,,0.5212619,,0.8385135,0.8701053,,,,,,0.6721812,,,0.1283265,,,0.8155404,0.7856722,0.875379,,,0.2781654,0.5621419,,,,,0.2193823,,0.8426198,,,0.7421294,,,,,,0.4257123,,,0.3024225,0.5250679,0.283205,0.078547,0.5975477,0.8823261,0.3884594,0.047024,0.7724877,0.7087119,0.3288464,0.6607525,,0.10053,0.6136788,0.0625556,,,0.6900798,0.5220912,0.571313,,0.0191865,0.8170553,0.6282304,
m3922,0.6027558,,0.6290453,,0.343273,0.5475309,,0.2111078,,,0.4973292,0.7705338,,0.196005,,0.3406225,0.2699114,0.4509505,,,0.70255,,,,0.1606374,0.5475813,,,0.7119392,0.6481652,0.2070296,,,,0.5311655,,0.9645956,0.9682716,,,,,,0.1767027,,,0.4431288,,,,,0.6098905,,,0.2613309,0.4612071,,,,,0.7045332,,0.5533604,,,,,,,,,0.7551325,,,0.3331673,,0.7856935,,0.7816182,0.8583512,0.487649,0.1062079,,0.86159,0.3905892,0.7385785,,0.0197112,,0.050293,,,0.4146589,,,,,0.6994342,0.8207216,
m3923,0.4092072,0.7029217,0.3776124,0.9645479,0.2460336,0.728446,0.4659684,0.247175,0.8124385,0.6659967,0.4818538,0.6297911,0.3579868,0.348839,0.8693109,0.2331592,0.2396898,0.359982,,,0.7183574,0.439297,0.8912442,0.6300509,0.2390938,0.4510843,,,0.3042499,0.3436733,0.4742321,0.8567326,0.884148,0.8648981,0.6159559,0.2714208,0.758215,0.7996637,0.4814845,0.3822752,0.3630035,,0.4096698,0.5920543,,0.9484726,0.6475793,,,0.229082,0.8795163,0.5963365,,,0.2789417,0.5538572,,0.2353611,0.8874125,,0.5549652,,0.7942243,,,0.8946202,,,,0.6006462,,0.568613,0.8400586,0.7443186,0.1143881,0.5516764,0.7338351,0.4008297,0.8044752,0.6776375,0.3877889,0.5710374,0.6776589,0.5636203,0.5485623,0.6358566,0.6479763,0.2537099,,0.697616,0.6966342,0.8773667,0.9022873,0.4613412,0.2799897,,0.2665974,0.7624953,0.5655912,
m3924,0.8946775,0.8817886,0.6605445,,0.5032831,0.5880544,,,,,0.5798937,0.9255723,,0.6345421,,0.2875781,0.2059279,0.327869,,,,,0.5405615,,0.1829814,,,,0.0556437,,0.4150973,,,,0.4633688,,,0.9609596,,,,,,,,,,,,,,0.8912993,,,0.1362644,,,,,,,,,,,,,,,,,0.1431265,,,0.3322148,,0.5101634,,0.3061547,0.8827654,0.6151998,0.1347075,,0.751017,0.5832074,,,,,,,,,,,,,0.8265477,0.7188624,
m3925,0.4170614,0.3447245,0.5859282,,0.5984715,0.6145073,0.7056433,0.591755,0.5822102,0.6222117,0.3010931,0.3391621,0.6162415,0.7092351,0.5404307,0.5332114,0.4588369,0.5274186,,,0.3526922,0.4989152,0.3840473,0.8296535,0.4933899,0.560696,,,0.3835533,0.6955668,0.4350023,0.4884515,0.7695257,0.3919025,0.3385705,0.2800052,0.4914146,0.4402415,0.3603876,0.7780495,0.1952717,,0.4609554,0.2119517,,0.6160879,0.4651563,0.1289129,0.2645349,0.46725,0.7789521,0.5453718,,,0.4079741,0.5998545,,0.3270265,0.4179272,,0.2495324,0.7761475,,0.7741073,,0.492031,,0.3669944,,0.2769583,,0.4458726,,0.6296914,0.4008957,0.3926811,0.6459792,0.3803205,0.4065491,0.4039458,0.6545774,0.3675774,0.4637663,0.4135549,0.2453538,0.3479673,,0.6154757,0.8825182,0.3142074,0.3983382,0.6101228,0.566813,0.6899674,0.6660337,,0.4298889,0.4358594,0.5970471,
m3926,0.5189135,0.6458131,0.4487192,0.2151416,0.4964227,0.3813809,0.4611376,0.4999588,0.7215916,0.6046155,0.3618848,0.4404274,0.1629206,0.4541883,0.8368508,0.4342046,0.3158975,0.3569421,0.5199201,,0.4945249,0.5393283,0.4775937,0.6510368,0.443157,0.2335514,,,0.31688,0.7154897,0.5084659,0.5500842,0.5261569,0.6782606,0.5259457,0.5609988,0.4836498,0.506713,0.3440092,0.6942458,0.0935241,,0.743961,0.5598925,,0.8696144,0.2546275,0.0418518,,0.5547987,0.7405285,0.4575891,,,0.4519612,0.5354494,,0.6987582,0.6122967,,0.4310141,,0.4804122,,,0.8701038,,,,0.3839816,,0.4418859,,0.7839241,0.2982699,0.3363702,0.4590644,0.0811477,0.5124909,0.526608,0.2770133,0.4672638,0.9839028,0.7398467,0.4948711,0.5319178,0.4534677,0.2745418,0.5598784,0.6770968,,0.7375497,0.6545987,0.5224533,0.4147801,,0.5616956,0.6460163,0.5841627,
m3927,0.4951004,0.4583952,0.4746083,0.3973618,0.493733,0.3430003,0.4450872,0.5427819,0.3547078,0.3231535,0.568658,0.4854443,0.3818072,0.5028487,0.3941097,0.5609115,0.4963826,0.5097856,0.6309091,0.4583874,0.5630566,0.4092354,0.5698401,0.4921488,0.5403525,0.5619972,0.1245508,0.333226,0.5049437,0.5222834,0.6112691,0.5895134,0.2275107,0.4499403,0.4764293,0.7460363,0.344748,0.52861,0.7428795,0.2023062,0.4508164,,0.3631664,0.4681536,,0.3780468,0.4366316,0.9213018,,0.2552171,0.2371768,0.4489787,,,0.5869964,0.7460919,0.1522977,0.4575416,0.4815887,,0.4623695,0.3414018,0.3647203,,,0.5358179,,,,0.5011285,,0.3762161,0.0580595,0.4106637,0.4948069,0.6398285,0.3328382,0.4730678,0.3173232,0.3767785,0.4653802,0.5291452,0.1934385,0.4227327,0.4433668,0.3375953,0.2320355,0.5517009,0.2428826,0.5463384,0.243042,0.4677701,0.3423211,0.4807107,0.5694999,,0.4501409,0.4219096,0.4999416,0.1994167
m3928,0.5830666,0.5422434,0.5230717,0.2908627,0.4914858,0.4655296,0.377361,0.457379,0.1789349,0.4054624,0.5728796,0.5449739,0.3510767,0.4106482,0.4142338,0.4610127,0.5185737,0.4128622,,0.4857154,0.3507064,0.3177459,0.4310903,0.4959171,0.5418882,0.5139855,0.3797978,,0.5605334,0.5741299,0.6487999,0.4006509,0.5009991,0.3384332,0.6186904,0.9317652,0.5141675,0.4123889,0.6907405,,,,0.5073066,0.3911188,,0.265601,0.7264296,0.5506738,,0.3973415,0.4602941,0.3939407,,,0.5452731,0.5345253,,0.688807,0.5211753,,0.6173932,,0.4415845,,,0.3997698,,,,0.5249143,,0.6003228,,0.4898382,0.4587667,0.68379,0.5125466,0.4722112,0.4879345,0.4329733,0.5147343,0.7956494,0.444714,0.5091306,0.7271219,0.3761933,0.2212484,0.5766039,0.3993954,0.5574741,0.1059232,0.4345901,0.390302,0.4635756,0.1814169,,0.6236575,0.4302977,0.3919938,
m3929,0.2558094,0.3480454,0.3413719,0.8039779,0.3173101,0.1803588,0.5703124,0.6092061,0.0914804,0.0652259,0.3801285,0.0944855,0.0549908,0.6318894,0.224357,0.6531746,0.6291688,0.7587019,,,0.1053559,0.1946011,0.1502207,0.4657703,0.6197067,0.420861,,,0.6199883,0.5148463,0.3321759,,,0.3141397,0.339176,0.907731,,0.1068301,0.8291007,0.5317808,0.7184918,0.5430608,0.3959394,0.2439538,,0.3426661,0.636195,0.9213018,,0.1811326,0.0554511,0.4027666,,,0.5591031,0.4809309,,1.0,,,0.2282521,,0.2715258,,,0.2796947,,,,0.6383772,,0.4312961,,,0.6843258,0.6163453,0.6502744,0.2395723,0.2111261,0.2105417,0.6567103,0.4819145,,0.0242373,0.5182444,0.1548982,0.1597462,0.7491968,0.2098916,0.4633695,0.1918611,,0.113188,0.2769584,0.3714264,,0.5674971,0.2602984,0.4839481,
m393,0.6387369,0.805786,0.2181011,0.5049182,0.4142254,0.8980035,0.2982056,0.1737304,0.5731514,0.8760178,0.4526001,0.6654149,0.405178,,,0.1556841,0.3926456,0.3083256,,,0.6441431,0.7212504,0.7633173,0.7696547,0.0920968,0.3472242,0.9371356,,0.2340159,0.5492781,0.4091885,0.8225532,0.8434985,0.7134812,0.5847951,0.09198,0.9299701,0.5518148,0.6854328,,,,0.4658797,0.5447552,,0.8138731,0.5052889,,,0.2960677,0.8239161,0.4297366,,,0.1839473,0.5078799,,,,,0.8145306,,0.8734847,,,0.6960632,,,,0.5175531,,0.5875397,0.9717343,0.7789492,0.2173368,0.4990906,0.6959396,0.4211611,0.691303,0.8059504,0.3318875,0.6060093,0.8717904,0.7807149,0.6105644,0.7631395,0.9116047,0.0967175,,0.4247929,,0.9775631,0.6407107,0.4324251,0.4565612,,0.5429639,0.7001203,0.38108,
m3930,0.49006,0.7215586,0.4892474,0.9057678,0.3902104,0.497031,0.7540951,0.4379983,0.6280948,0.5143644,0.461701,0.4625847,0.3636533,0.5502898,0.716745,0.4424263,0.4256206,0.4329316,,0.0275884,0.5307514,0.3021484,0.7746785,0.4180077,0.3484233,0.6052106,,,0.346275,0.4937937,0.4410637,0.7711498,0.2964342,0.628276,0.4888825,0.401776,0.168052,0.5465015,0.4685718,0.827066,0.1292482,,0.4619816,0.3903365,,0.7479021,0.3557175,,,0.5286924,0.8028027,0.4544698,,,0.4031577,0.5530279,,0.306825,0.3696335,,0.4130592,,0.6054017,,,0.6566943,,,,0.4155038,,0.4380738,0.8803068,0.7412209,0.3529983,0.4114223,0.3511422,0.5343189,0.7130477,0.4790396,0.4477537,0.5147208,0.6707453,0.5387706,0.4942051,0.4686178,0.3437371,0.357017,0.7361708,0.5275802,0.6393174,0.5502022,0.8301327,0.6713446,0.5970732,,0.4293288,0.5780491,0.5874236,
m3931,0.3879599,,0.3842961,,0.3547225,0.7063022,,0.5161027,0.8167205,0.797581,,0.7919001,,0.5276749,,0.3685561,0.3636674,0.1538637,,,,,0.8737001,0.7340249,0.0677841,0.3076438,,,0.2845188,0.0994149,0.369035,,0.9737659,,0.5686988,,,0.8482723,,,,,0.3219039,0.3184126,,0.7830827,0.2629576,,,,,0.5092099,,,0.1976581,0.4521476,,,,,0.6715428,,,,,,,,,0.4514411,,0.487909,,,0.1290474,,0.8832221,0.2473769,0.9304849,0.7669755,,0.5809176,,0.5504037,0.5887554,0.7486902,,0.2229301,,0.442393,,,,0.6593536,,,0.0109817,0.6859911,0.6202407,
m3932,0.4710941,0.2916986,0.5456615,0.507562,0.5305473,0.31273,0.5371158,0.5810085,0.2844018,0.2572849,0.3676044,0.4316075,0.4583819,0.5122504,0.3455763,0.6392018,0.5491767,0.6195083,0.4452369,0.7621691,0.3017528,0.212173,0.3923579,0.3058185,0.6048194,0.4646204,,,0.6768957,0.4832158,0.5109439,0.8696703,0.4261565,0.3833139,0.4827306,0.8137946,0.3720665,0.3593151,0.7851348,0.194552,0.548485,,0.4399159,0.3245164,,0.5361792,0.6771801,0.9213018,,0.3137521,0.3541454,0.3362378,,,0.5060332,0.4880561,,0.5556792,,,0.2100113,0.3806193,0.3410847,,,0.2975901,,,,0.718313,,0.5122888,,0.6917827,0.4924522,0.6744798,0.618932,0.659746,0.3982424,0.3841771,0.5610919,0.6143855,0.2510024,0.3083515,0.2472686,0.3568162,0.4463805,0.6653856,0.506984,0.3938184,0.2106848,0.2927438,0.2363536,0.4588454,0.6374945,,0.7032601,0.3124877,0.4505595,
m3933,0.55565,,0.0985017,,0.4422505,0.89632,,0.324704,0.5098465,,,0.9716566,,,,0.4490736,0.0994881,0.4818251,,,,0.9548522,,0.7925843,0.0789218,0.066715,,,0.3512662,,0.4675397,,,,0.7208174,0.5713021,,,,,,,,0.893154,,0.674375,0.033005,,,,,0.6771327,,,0.225475,0.4105357,,,,,0.8395674,,,,,,,,,,,0.5662507,,,0.2404536,,0.803651,0.2582005,,0.6700012,0.0253823,,,0.3840236,,0.6519722,,0.4818251,,0.5928812,,1.0,,0.7538433,,,0.1209556,0.8084005,0.561777,
m3934,0.858657,,0.3109001,,0.5053481,0.5162314,,0.2673679,,,0.2882768,0.6596992,,0.3584595,,0.531499,0.4284046,0.4452585,,,,0.3940847,,0.097596,0.8325791,0.9330239,,,,0.2376586,0.441608,,0.8421593,0.2296356,0.9215004,,,0.4248703,,,,,,,,,,,,,,0.0572885,,,0.5025372,0.72697,,,,,,,,,,,,,,,,0.7945243,,,0.167338,,0.9473357,,,0.3669511,0.6519094,1.0,,0.7121601,0.1928788,0.3534262,,,,,,,,,,,,0.2760829,0.4948347,
m3935,0.6069119,,0.3146658,,0.7099414,0.5387421,,0.5134772,,,1.0,,,0.0928229,0.2774464,0.3991244,0.6404253,0.4443422,,0.0912215,,,0.8275057,,0.3486499,0.596505,,,0.8258182,0.6083279,0.4176533,,,,0.8356148,,,,,,,,,,,,0.354771,,,0.6166072,,,,,0.4957085,0.6034958,,,,,,,,,,,,,,,,0.757609,,0.2893725,0.2867847,0.3099592,0.5236643,,,0.3977432,0.1342246,0.9723046,,,0.4139724,0.2236565,,0.4482796,,,,,,0.5489278,0.0664117,,0.9539435,0.3821578,0.5032166,
m3936,0.3793998,0.5769405,0.2817984,0.2244352,0.3546187,0.3632271,0.3162435,0.5627359,0.390937,0.3664589,0.6813555,0.603667,0.1594972,0.6012554,0.314317,0.4460965,0.5555435,0.4719559,,,0.1483562,0.5659096,0.3457482,0.4721033,0.5868164,0.5486089,,,0.408909,0.5889824,0.4666408,0.4996877,0.3636965,0.394053,0.4467942,0.7699232,0.5488362,0.4878837,0.930574,0.2356903,0.5218061,0.5448301,0.7069768,0.1766798,,0.4786332,0.8198566,0.9213018,0.5269466,0.3259826,0.1680246,0.4597551,,,0.6222687,0.6032663,,0.5840426,0.8443171,,0.4181742,0.6312244,0.326857,,,0.3749874,,,,0.6658029,,0.5146323,,0.1841527,0.6245392,0.8057613,0.2803781,0.7567584,0.4444185,0.3020128,0.3914009,0.243248,0.5379095,0.6349632,0.7274915,0.4353971,0.1535296,0.786492,0.4175154,0.6424964,0.5373583,0.5824775,0.2501186,0.450735,0.4412091,,0.68942,0.3909338,0.5047813,
m3937,0.6629909,0.4046012,0.4392722,,0.5306756,0.7300348,0.409203,0.3689541,0.5805493,0.5759591,0.6371784,0.5411684,0.7250147,0.437638,0.0612548,0.3624277,0.3072332,0.3199073,,,0.6787828,0.8105421,0.6446369,0.5160607,0.2249567,0.4506491,0.1535769,,0.314369,0.6726598,0.6809078,0.7013401,0.7145254,0.2362486,0.5590087,0.3103369,0.7068005,0.718528,0.2314156,,,,0.4436881,0.6443209,,0.5191646,0.122982,,,0.4519334,0.6225463,0.6441597,,,0.3832177,0.4982316,,0.1248453,0.2609344,,0.6915086,,0.8258453,,,0.5482521,,,,0.2967521,,0.6834641,0.2478167,,0.3890262,0.4860702,0.2974386,0.23492,0.6489391,0.7975272,0.2662913,0.5565015,0.3532093,0.652932,0.5369957,0.6812744,0.7390209,0.4785744,0.7436572,0.5074986,,0.4308773,0.5657934,0.5614042,0.4233852,,0.2244109,0.6538173,0.5329962,0.1499943
m3938,0.1917322,,0.2025452,,0.1159009,0.6293412,,0.2384377,0.3641352,0.6783574,0.3979777,0.4010654,,,,0.485653,0.2033048,0.6981142,,,0.934012,0.4506108,,0.1734125,0.1555489,0.4829016,,,,0.2644898,0.316078,,0.8121355,,0.6227627,,,0.8567409,,,,,0.1518555,0.4312248,,0.9694391,0.0545249,,,,,0.3894206,,,0.132966,0.0865328,,,,,0.7364044,,0.8161032,,,0.9745706,,,,,,0.3739374,,,0.1264687,,,,0.6205335,0.5954926,0.8055504,,,0.1970666,0.2715067,0.6316018,,,,0.721571,,,0.938481,0.5392835,,,0.1612974,0.5695695,0.2244222,
m3939,0.3077465,,0.3620463,,0.2382456,0.7136413,,0.0809942,,,0.5083655,0.6055472,,,,0.5465469,0.3661745,0.6935469,,,0.9278751,0.8640977,,0.5440721,0.1203905,0.2658553,,,,0.6040891,0.3632894,,,,0.4777303,0.6216844,,,,,,,,0.7214878,,,0.1628282,,,,,0.6903503,,,0.2251828,0.1843599,,,,,0.5698428,,0.9422752,,,,,,,,,0.2998772,,,0.1781217,0.5556886,,0.2001629,0.4154565,0.8177757,0.5398853,0.3014444,,0.0904849,0.4988372,0.5903922,,0.1508529,,0.4393516,,,0.9557615,0.8373218,,,0.3729629,0.9099166,0.816267,
m394,0.4904415,0.1296783,0.523812,,0.4217679,0.1396809,0.5899787,0.6874035,0.4325933,0.2445486,0.5642902,0.7532516,0.4057828,0.3925532,,0.7923472,0.542903,0.5617851,,,0.3815418,0.5772573,,,0.789088,0.2807458,,,,0.8381458,0.5566717,,0.0402135,,0.8345028,0.3441318,,0.6546082,,,,,,0.6627511,,,,,,0.4292859,,0.771377,,,0.7032281,0.5551889,,,0.2178311,,0.0369331,,,,,0.3104843,,,,0.0626053,,0.2449412,,,0.4781276,,,0.706397,,0.4971665,0.6839129,0.7503882,0.0084987,,0.3320848,0.3628735,0.4376852,0.7484667,,0.8293125,,,0.2819611,0.9323712,,,0.9524733,0.3393263,0.4648848,
m3940,0.1202748,,0.6519661,,0.1994759,0.3907282,,0.3348946,,,0.4210032,0.4242338,,,,0.6824556,0.3912318,0.6529748,,,0.7998975,,,0.3307582,0.1290044,0.2596004,,,,0.3816205,0.2333918,,,,0.5849975,,0.8238122,0.7263085,,,,,,0.5908531,,0.8390074,0.2295281,,,,,0.4294442,,,0.1576826,0.2301424,,,,,0.6102567,,,,,,,,,,,0.4898631,,,0.0823746,,,,0.2836289,,0.7744108,,,0.0166012,0.1532983,0.627972,,,,0.5713651,,,0.9518882,0.607058,,,,0.353833,,
m3941,0.2169256,,0.3222101,,0.1511403,0.5338566,,0.2885955,0.2432886,,0.4650587,0.385478,,,,0.4767297,0.279985,0.7097212,,,0.539315,0.1747498,,0.1895164,0.0868138,0.4829016,,,,0.3198601,0.4659638,,0.7926691,,0.7850033,,,0.9649379,,,,,0.1464072,0.2619383,,,0.1287263,,,,,0.4896553,,,0.1820617,0.197077,,,,,0.7088592,,0.8161032,,,,,,,,,0.3971469,,,0.2111904,,,,0.2055676,0.6797043,0.6159261,,,0.1798117,0.4403541,0.3160048,0.6829773,,,0.3101329,,,0.9082209,0.6579815,,,,0.5376739,0.6976031,
m3942,0.4912172,,0.6196038,,0.3021566,0.7810996,,0.1853469,0.3611266,,0.320671,0.5714466,,,,0.4151058,0.2216798,0.4282911,,,0.7544056,0.3051246,,0.3545383,0.1299067,0.4700072,,,,0.4293939,0.5739618,,0.8481026,,0.6023669,,0.8065397,0.9289041,,,,,,0.489742,,0.8574958,0.0811093,,,,,0.3959248,,,0.1763728,0.3382222,,,,,0.5002205,,0.9382041,,,,,,,,,0.3908692,,,0.2055729,,,,0.0953146,0.9054877,0.4034465,,,0.3996921,0.8234657,0.5773188,0.8573147,0.0636438,,0.3283527,,,0.6613047,0.7124993,,,,0.9023618,0.3757031,
m3943,0.3984206,0.7640841,0.5482988,0.0245086,0.6787889,0.6567086,0.4745227,0.5885999,0.6724635,0.4323116,0.3161463,0.6277304,0.2334437,0.4702691,0.6258182,0.4837965,0.4883638,0.4885759,,,0.3634858,0.3856872,0.6496978,0.3564387,0.4580491,0.2999839,0.141354,,0.4205145,0.4152501,0.6603251,0.9604727,,0.2675784,0.6500258,0.5348392,0.5339727,0.702809,0.9422214,0.2901686,0.3196732,,0.8787291,0.7444067,,0.5111763,0.5745759,,0.6720404,0.6984957,,0.6086472,,,0.4446671,0.5929292,,,,,0.794471,,0.0538331,,,,,,,0.8030033,,0.4727328,,,0.2464554,0.4772482,0.2693882,0.4055559,0.5682521,0.46588,0.3766115,0.5836731,0.4592623,0.5516042,0.3697153,0.4689601,0.5352547,0.4752126,,0.2842827,,0.3171485,0.7991391,0.5636257,0.7626866,,0.4418881,0.4836043,0.4926856,
m3944,,,0.6993695,0.6384879,0.3015178,,,,,,0.441746,0.8146818,,,,0.1461317,0.12221,0.0033637,,,,0.4729655,,0.503006,,,,,0.3720967,0.4774979,,,,,,,,0.7047249,,,,,,,,,,,,,,0.4209457,,,0.2175816,,,,,,,,,,,,,,,,,,,,0.0724155,,,,0.4447932,0.9720672,,,,,,,0.7517563,,,,,,,,,,,0.9105396,,
